timestamp,modality,participant,action,details,comment,group
2023-11-29 14:48:18.160000+00:00,Touch,GREEN,clear,"sentence 'The silo used to house missile protection for the Groves Weapons Annex south of town, but was abandoned and decommissioned in the early 1990's.' in document 1047",,G2
2023-11-29 14:48:18.930000+00:00,Touch,GREEN,highlight,"sentence 'The silo used to house missile protection for the Groves Weapons Annex south of town, but was abandoned and decommissioned in the early 1990's.' in document 1047",,G2
2023-11-29 14:48:19.564000+00:00,Touch,GREEN,clear,"sentence 'The silo used to house missile protection for the Groves Weapons Annex south of town, but was abandoned and decommissioned in the early 1990's.' in document 1047",,G2
2023-11-29 14:48:20.058000+00:00,Touch,GREEN,highlight,"sentence 'The silo used to house missile protection for the Groves Weapons Annex south of town, but was abandoned and decommissioned in the early 1990's.' in document 1047",,G2
2023-11-29 14:48:20.651000+00:00,Touch,GREEN,clear,"sentence 'The silo used to house missile protection for the Groves Weapons Annex south of town, but was abandoned and decommissioned in the early 1990's.' in document 1047",,G2
2023-11-29 14:48:20.840000+00:00,Touch,GREEN,highlight,"sentence 'The silo used to house missile protection for the Groves Weapons Annex south of town, but was abandoned and decommissioned in the early 1990's.' in document 1047",,G2
2023-11-29 14:48:21.156000+00:00,Touch,GREEN,clear,"sentence 'The silo used to house missile protection for the Groves Weapons Annex south of town, but was abandoned and decommissioned in the early 1990's.' in document 1047",,G2
2023-11-29 14:48:21.294000+00:00,Touch,GREEN,highlight,sentence '' Springfield Police Lt.' in document 1047,,G2
2023-11-29 14:48:21.931000+00:00,Touch,GREEN,highlight,"sentence 'The silo used to house missile protection for the Groves Weapons Annex south of town, but was abandoned and decommissioned in the early 1990's.' in document 1047",,G2
2023-11-29 14:48:23.264000+00:00,Touch,GREEN,highlight,sentence 'Jose Hernandez states there is no evidence of other illegal activities on the tapes except the boys.' in document 1047,,G2
2023-11-29 14:48:29.696000+00:00,Touch,GREEN,moved,document 1047,,G2
2023-11-29 14:48:48.725000+00:00,Touch,GREEN,close,document 1037,,G2
2023-11-29 14:50:09.434000+00:00,Touch,GREEN,highlight,sentence ''He was talking about flowers' in document 1004,,G2
2023-11-29 14:50:12.907000+00:00,Touch,GREEN,moved,document 1004,,G2
2023-11-29 14:50:18.239000+00:00,Touch,GREEN,moved,document 1004,,G2
2023-11-29 14:50:19.757000+00:00,Touch,GREEN,highlight,"sentence 'An Springfield Daily newspaper route chief was preparing papers for his route nearby at the time, and overheard the man yelling as police and emergency workers worked to secure the agitated driver into the ambulance.' in document 1004",,G2
2023-11-29 14:50:46.956000+00:00,Voice,GREEN,error,reportRecognitionError,,G2
2023-11-29 14:50:50.816000+00:00,Voice,GREEN,searching,smell,,G2
2023-11-29 14:50:56.875000+00:00,Touch,GREEN,moved,selected documents including 1050,,G2
2023-11-29 14:50:58.058000+00:00,Touch,GREEN,open,document 1003,,G2
2023-11-29 14:51:06.102000+00:00,Touch,BLUE,open,document 1037,,G2
2023-11-29 14:51:08+00:00,Touch,GREEN,close,document 1003,,G2
2023-11-29 14:51:12.004000+00:00,Touch,BLUE,moved,document 1037,,G2
2023-11-29 14:52:14.828000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G2
2023-11-29 14:52:24.019000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G2
2023-11-29 14:52:24.256000+00:00,Touch,GREEN,stopped,scrolling Document 1059,,G2
2023-11-29 14:52:36.756000+00:00,Touch,GREEN,close,document 1047,,G2
2023-11-29 14:52:39.376000+00:00,Touch,GREEN,close,document 1059,,G2
2023-11-29 14:52:47.520000+00:00,Touch,GREEN,close,document 1037,,G2
2023-11-29 14:53:22.363000+00:00,Touch,GREEN,moved,document 1037,,G2
2023-11-29 14:53:34.463000+00:00,Touch,GREEN,moved,document 1059,,G2
2023-11-29 14:53:34.901000+00:00,Touch,GREEN,open,document 1036,,G2
2023-11-29 14:53:54.775000+00:00,Touch,GREEN,highlight,"sentence 'Growers, however, bristled at that accusation.' in document 1036",,G2
2023-11-29 14:53:55.840000+00:00,Touch,GREEN,clear,"sentence 'Growers, however, bristled at that accusation.' in document 1036",,G2
2023-11-29 14:53:56.671000+00:00,Touch,GREEN,highlight,sentence 'The common link seems to be their attendance at the Springfield Cinco De Mayo parade and eating free apples' in document 1036,,G2
2023-11-29 14:53:57.819000+00:00,Touch,GREEN,highlight,"sentence 'With all the recent beef problems in Springfield, I think an investigation into uncooked meats at the festival may be in order,' stated George prado, owner of the local FFE farms.' in document 1036",,G2
2023-11-29 14:54:13.076000+00:00,Touch,GREEN,close,document 1058,,G2
2023-11-29 14:54:15.509000+00:00,Touch,GREEN,open,document 1051,,G2
2023-11-29 14:54:17.372000+00:00,Touch,GREEN,close,document 1051,,G2
2023-11-29 14:54:31.314000+00:00,Touch,GREEN,highlight,"sentence 'Four Springfield children were in the hospital with severe diarrhea, nausea, and vomiting symptoms Wednesday, and health officials were investigating 17 more potential cases.' in document 1036",,G2
2023-11-29 14:54:33.331000+00:00,Touch,GREEN,moved,document 1036,,G2
2023-11-29 14:55:56.415000+00:00,Touch,GREEN,moved,document 1036,,G2
2023-11-29 14:55:57.383000+00:00,Touch,GREEN,open,document 1035,,G2
2023-11-29 14:56:08.404000+00:00,Touch,GREEN,highlight,"sentence 'Gary Locke today announced that his international trade mission to Paraguay and Argentina was extremely successful, with businesses on the mission reporting actual sales of $1.' in document 1035",,G2
2023-11-29 14:56:44.566000+00:00,Touch,GREEN,highlight,"sentence 'The purpose of the mission was to: � Promote two-way trade; � Position Washington state as a world leader in two-way trade of goods and services with Paraguay and Argentina; � Open more trade doors for Washington companies and farmers in both countries; � Work with key leaders to improve conditions for business; � Develop personal relationships between the Washington delegation and Paraguayan and Argentine officials; � Forge close business ties with Paraguayan and Argentine companies; and � Further trade, education and cultural relations with both countries.' in document 1035",,G2
2023-11-29 14:57:13.063000+00:00,Touch,BLUE,open,document 1017,,G2
2023-11-29 14:57:15.267000+00:00,Touch,BLUE,close,document 1017,,G2
2023-11-29 14:57:16.373000+00:00,Touch,BLUE,moved,document 1017,,G2
2023-11-29 14:57:17.388000+00:00,Touch,BLUE,open,document 1017,,G2
2023-11-30 15:32:16.472000+00:00,Touch,BLUE,close,document 1017,,G3
2023-11-30 15:32:16.955000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:32:18.107000+00:00,Touch,BLUE,close,document 1021,,G3
2023-11-30 15:32:21.756000+00:00,Voice,GREEN,sort,number,,G3
2023-11-30 15:32:27.088000+00:00,Touch,GREEN,close,document 1024,,G3
2023-11-30 15:32:28.227000+00:00,Touch,GREEN,close,document 1023,,G3
2023-11-30 15:32:28.270000+00:00,Touch,GREEN,moved,document 1023,,G3
2023-11-30 15:32:29.720000+00:00,Touch,GREEN,close,document 1027,,G3
2023-11-30 15:32:29.799000+00:00,Touch,GREEN,moved,selected documents including 1028,,G3
2023-11-30 15:32:32.061000+00:00,Touch,GREEN,close,document 1040,,G3
2023-11-30 15:32:33.218000+00:00,Touch,GREEN,close,document 1051,,G3
2023-11-30 15:32:34.529000+00:00,Voice,BLUE,deselect,all documents,,G3
2023-11-30 15:32:49.046000+00:00,Voice,GREEN,clear,document 1,,G3
2023-11-30 15:32:52.907000+00:00,Voice,GREEN,clear,document 3,,G3
2023-11-30 15:32:56.887000+00:00,Voice,GREEN,clear,document 2,,G3
2023-11-30 15:33:00.332000+00:00,Touch,GREEN,open,document 1050,,G3
2023-11-30 15:33:01.498000+00:00,Touch,GREEN,close,document 1050,,G3
2023-11-30 15:33:08.806000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:33:15.597000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:33:20.709000+00:00,Voice,GREEN,clear,document 51,,G3
2023-11-30 15:33:24.849000+00:00,Voice,GREEN,clear,document 50,,G3
2023-11-30 15:33:29.615000+00:00,Voice,GREEN,clear,document 60,,G3
2023-11-30 15:33:38.236000+00:00,Voice,BLUE,error,reportRecognitionError,,G3
2023-11-30 15:33:44.576000+00:00,Touch,BLUE,moved,document 1023,,G3
2023-11-30 15:34:06.168000+00:00,Touch,GREEN,open,document 1004,,G3
2023-11-30 15:34:15.473000+00:00,Touch,BLUE,close,document 1004,,G3
2023-11-30 15:34:28.243000+00:00,Touch,BLUE,moved,document 1006,,G3
2023-11-30 15:34:30.001000+00:00,Voice,GREEN,searching,Springfield,,G3
2023-11-30 15:34:54.037000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:35:00.949000+00:00,Voice,GREEN,add,tag Springfield,,G3
2023-11-30 15:35:11.104000+00:00,Touch,BLUE,open,document 1010,,G3
2023-11-30 15:35:12.738000+00:00,Touch,GREEN,tag,all selected articles with tag: SPRINGFIELD,,G3
2023-11-30 15:35:12.739000+00:00,Voice,GREEN,assign,tag Springfield,,G3
2023-11-30 15:35:16.582000+00:00,Touch,BLUE,select,document 1010,,G3
2023-11-30 15:35:24.138000+00:00,Touch,GREEN,select,document 1001,,G3
2023-11-30 15:35:24.767000+00:00,Touch,GREEN,select,document 1003,,G3
2023-11-30 15:35:25.178000+00:00,Touch,GREEN,select,document 1004,,G3
2023-11-30 15:35:25.982000+00:00,Touch,GREEN,deselect,document 1003,,G3
2023-11-30 15:35:26.700000+00:00,Touch,GREEN,select,document 1005,,G3
2023-11-30 15:35:27.192000+00:00,Touch,GREEN,select,document 1006,,G3
2023-11-30 15:35:28.060000+00:00,Touch,GREEN,select,document 1008,,G3
2023-11-30 15:35:28.665000+00:00,Touch,GREEN,select,document 1009,,G3
2023-11-30 15:35:31.031000+00:00,Touch,GREEN,close,document 1010,,G3
2023-11-30 15:35:31.413000+00:00,Touch,BLUE,add,tag BAD,,G3
2023-11-30 15:35:32.960000+00:00,Touch,GREEN,select,document 1011,,G3
2023-11-30 15:35:35.110000+00:00,Touch,GREEN,select,document 1013,,G3
2023-11-30 15:35:35.681000+00:00,Touch,GREEN,select,document 1015,,G3
2023-11-30 15:35:35.682000+00:00,Touch,BLUE,tag,all selected articles with tag: BAD,,G3
2023-11-30 15:35:36.260000+00:00,Touch,GREEN,select,document 1016,,G3
2023-11-30 15:35:37.190000+00:00,Touch,GREEN,deselect,document 1016,,G3
2023-11-30 15:35:39.423000+00:00,Touch,GREEN,select,document 1018,,G3
2023-11-30 15:35:40.077000+00:00,Touch,GREEN,select,document 1020,,G3
2023-11-30 15:35:40.747000+00:00,Touch,GREEN,select,document 1022,,G3
2023-11-30 15:35:42.651000+00:00,Touch,GREEN,select,document 1046,,G3
2023-11-30 15:35:43.091000+00:00,Touch,GREEN,select,document 1029,,G3
2023-11-30 15:35:43.851000+00:00,Touch,GREEN,select,document 1014,,G3
2023-11-30 15:35:44.384000+00:00,Touch,GREEN,select,document 1002,,G3
2023-11-30 15:35:45.083000+00:00,Touch,GREEN,select,document 1026,,G3
2023-11-30 15:35:45.709000+00:00,Touch,GREEN,select,document 1024,,G3
2023-11-30 15:35:45.721000+00:00,Touch,BLUE,open,document 1004,,G3
2023-11-30 15:35:46.128000+00:00,Touch,GREEN,select,document 1023,,G3
2023-11-30 15:35:48.814000+00:00,Touch,GREEN,close,document 1041,,G3
2023-11-30 15:35:49.941000+00:00,Touch,GREEN,select,document 1041,,G3
2023-11-30 15:35:50.381000+00:00,Touch,GREEN,select,document 1042,,G3
2023-11-30 15:35:50.840000+00:00,Touch,GREEN,select,document 1043,,G3
2023-11-30 15:35:51.731000+00:00,Touch,GREEN,close,document 1043,,G3
2023-11-30 15:35:54.282000+00:00,Touch,GREEN,select,document 1040,,G3
2023-11-30 15:35:54.675000+00:00,Touch,GREEN,select,document 1039,,G3
2023-11-30 15:35:55.226000+00:00,Touch,GREEN,select,document 1038,,G3
2023-11-30 15:35:55.624000+00:00,Touch,GREEN,select,document 1037,,G3
2023-11-30 15:35:56.043000+00:00,Touch,GREEN,select,document 1036,,G3
2023-11-30 15:35:57.409000+00:00,Touch,GREEN,select,document 1035,,G3
2023-11-30 15:35:57.450000+00:00,Touch,GREEN,select,document 1034,,G3
2023-11-30 15:35:58.795000+00:00,Touch,GREEN,deselect,document 1035,,G3
2023-11-30 15:36:01.411000+00:00,Touch,GREEN,select,document 1045,,G3
2023-11-30 15:36:02.293000+00:00,Touch,GREEN,select,document 1047,,G3
2023-11-30 15:36:03.224000+00:00,Touch,GREEN,select,document 1048,,G3
2023-11-30 15:36:03.589000+00:00,Touch,GREEN,select,document 1049,,G3
2023-11-30 15:36:04.127000+00:00,Touch,GREEN,select,document 1050,,G3
2023-11-30 15:36:04.567000+00:00,Touch,GREEN,select,document 1051,,G3
2023-11-30 15:36:05.311000+00:00,Touch,GREEN,select,document 1053,,G3
2023-11-30 15:36:05.927000+00:00,Touch,GREEN,select,document 1054,,G3
2023-11-30 15:36:06.540000+00:00,Touch,GREEN,select,document 1055,,G3
2023-11-30 15:36:08.242000+00:00,Touch,GREEN,select,document 1060,,G3
2023-11-30 15:36:08.799000+00:00,Touch,GREEN,select,document 1057,,G3
2023-11-30 15:36:13.515000+00:00,Touch,GREEN,tag,all selected articles with tag: SPRINGFIELD,,G3
2023-11-30 15:36:23.285000+00:00,Touch,GREEN,searching,VBN,,G3
2023-11-30 15:36:26.646000+00:00,Touch,GREEN,searching,for too short text,,G3
2023-11-30 15:36:26.706000+00:00,Touch,GREEN,search,cleared,,G3
2023-11-30 15:36:42.063000+00:00,Touch,BLUE,select,document 1004,,G3
2023-11-30 15:36:42.358000+00:00,Voice,GREEN,deselect,document 1,,G3
2023-11-30 15:36:44.974000+00:00,Touch,BLUE,close,document 1004,,G3
2023-11-30 15:36:45.083000+00:00,Touch,BLUE,moved,selected documents including 1004,,G3
2023-11-30 15:36:46.493000+00:00,Touch,BLUE,open,document 1004,,G3
2023-11-30 15:36:46.528000+00:00,Touch,BLUE,moved,selected documents including 1004,,G3
2023-11-30 15:36:47.576000+00:00,Voice,GREEN,deselect,document 1,,G3
2023-11-30 15:36:51.738000+00:00,Touch,BLUE,tag,all selected articles with tag: BAD,,G3
2023-11-30 15:36:53.977000+00:00,Voice,GREEN,deselect,all documents,,G3
2023-11-30 15:37:06.506000+00:00,Touch,BLUE,open,document 1012,,G3
2023-11-30 15:37:08.530000+00:00,Touch,BLUE,select,document 1012,,G3
2023-11-30 15:37:09.712000+00:00,Touch,GREEN,open,document 1025,,G3
2023-11-30 15:37:10.755000+00:00,Touch,GREEN,close,document 1025,,G3
2023-11-30 15:37:45.661000+00:00,Voice,BLUE,error,reportRecognitionError,,G3
2023-11-30 15:37:57.541000+00:00,Voice,BLUE,error,reportRecognitionError,,G3
2023-11-30 15:38:05.929000+00:00,Touch,BLUE,tag,all selected articles with tag: BAD,,G3
2023-11-30 15:38:08.090000+00:00,Touch,BLUE,moved,document 1038,,G3
2023-11-30 15:38:10.183000+00:00,Voice,GREEN,searching,mon,,G3
2023-11-30 15:38:36.979000+00:00,Touch,BLUE,close,document 1012,,G3
2023-11-30 15:38:39.650000+00:00,Touch,BLUE,open,document 1012,,G3
2023-11-30 15:38:44.133000+00:00,Touch,BLUE,highlight,"sentence 'A doctor who was also watching the film tended to Santiago, but the priest was already dead.' in document 1012",,G3
2023-11-30 15:38:44.215000+00:00,Touch,BLUE,clear,"sentence 'A doctor who was also watching the film tended to Santiago, but the priest was already dead.' in document 1012",,G3
2023-11-30 15:38:45.490000+00:00,Touch,BLUE,highlight,"sentence 'A doctor who was also watching the film tended to Santiago, but the priest was already dead.' in document 1012",,G3
2023-11-30 15:38:45.521000+00:00,Touch,BLUE,highlight,"sentence 'Peggy Scott, 56, died of a heart attack on February 25 in Wichita, Kansas while watching film's climactic crucifixion scene.' in document 1012",,G3
2023-11-30 15:38:47.011000+00:00,Touch,GREEN,select,document 1061,,G3
2023-11-30 15:38:47.364000+00:00,Touch,GREEN,select,document 1060,,G3
2023-11-30 15:38:47.747000+00:00,Touch,GREEN,select,document 1059,,G3
2023-11-30 15:38:48.659000+00:00,Touch,GREEN,select,document 1056,,G3
2023-11-30 15:38:50.167000+00:00,Touch,GREEN,select,document 1045,,G3
2023-11-30 15:38:50.907000+00:00,Touch,GREEN,select,document 1049,,G3
2023-11-30 15:38:51.124000+00:00,Touch,GREEN,deselect,document 1049,,G3
2023-11-30 15:38:51.695000+00:00,Touch,GREEN,select,document 1050,,G3
2023-11-30 15:38:52.162000+00:00,Touch,GREEN,select,document 1049,,G3
2023-11-30 15:38:53.496000+00:00,Touch,GREEN,select,document 1051,,G3
2023-11-30 15:38:53.950000+00:00,Touch,GREEN,select,document 1052,,G3
2023-11-30 15:38:54.855000+00:00,Touch,GREEN,select,document 1054,,G3
2023-11-30 15:38:55.467000+00:00,Touch,GREEN,select,document 1055,,G3
2023-11-30 15:38:57.290000+00:00,Touch,GREEN,select,document 1044,,G3
2023-11-30 15:38:58.509000+00:00,Touch,GREEN,select,document 1042,,G3
2023-11-30 15:38:59.283000+00:00,Touch,GREEN,select,document 1040,,G3
2023-11-30 15:38:59.912000+00:00,Touch,GREEN,select,document 1037,,G3
2023-11-30 15:39:00.778000+00:00,Touch,GREEN,select,document 1035,,G3
2023-11-30 15:39:03.411000+00:00,Touch,GREEN,select,document 1046,,G3
2023-11-30 15:39:03.910000+00:00,Touch,GREEN,select,document 1029,,G3
2023-11-30 15:39:04.607000+00:00,Touch,GREEN,select,document 1014,,G3
2023-11-30 15:39:05.111000+00:00,Touch,GREEN,select,document 1007,,G3
2023-11-30 15:39:06.197000+00:00,Touch,GREEN,select,document 1025,,G3
2023-11-30 15:39:06.595000+00:00,Touch,GREEN,select,document 1024,,G3
2023-11-30 15:39:08.035000+00:00,Voice,BLUE,add,tag KATZ,,G3
2023-11-30 15:39:10.158000+00:00,Touch,GREEN,select,document 1012,,G3
2023-11-30 15:39:11.224000+00:00,Touch,BLUE,remove,tag KATZ,,G3
2023-11-30 15:39:11.251000+00:00,Touch,GREEN,close,document 1012,,G3
2023-11-30 15:39:14.189000+00:00,Touch,GREEN,select,document 1013,,G3
2023-11-30 15:39:14.773000+00:00,Touch,GREEN,select,document 1015,,G3
2023-11-30 15:39:15.762000+00:00,Touch,GREEN,select,document 1018,,G3
2023-11-30 15:39:16.209000+00:00,Touch,BLUE,add,tag DEAD,,G3
2023-11-30 15:39:17.898000+00:00,Touch,GREEN,select,document 1011,,G3
2023-11-30 15:39:18.732000+00:00,Touch,GREEN,select,document 1009,,G3
2023-11-30 15:39:19.218000+00:00,Touch,GREEN,select,document 1008,,G3
2023-11-30 15:39:20.214000+00:00,Touch,GREEN,select,document 1010,,G3
2023-11-30 15:39:20.703000+00:00,Touch,GREEN,select,document 1004,,G3
2023-11-30 15:39:21.433000+00:00,Touch,GREEN,select,document 1001,,G3
2023-11-30 15:39:26.216000+00:00,Voice,GREEN,add,tag boat,,G3
2023-11-30 15:39:33.895000+00:00,Touch,GREEN,remove,tag BOAT,,G3
2023-11-30 15:39:33.917000+00:00,Touch,GREEN,open,document 1019,,G3
2023-11-30 15:39:37.160000+00:00,Touch,GREEN,deselect,document 1013,,G3
2023-11-30 15:39:37.163000+00:00,Touch,BLUE,select,document 1012,,G3
2023-11-30 15:39:44.773000+00:00,Voice,BLUE,error,reportRecognitionError,,G3
2023-11-30 15:39:47.698000+00:00,Touch,GREEN,searching,BAS,,G3
2023-11-30 15:39:49.133000+00:00,Touch,BLUE,tag,all selected articles with tag: DEAD,,G3
2023-11-30 15:39:54.312000+00:00,Touch,BLUE,open,document 1016,,G3
2023-11-30 15:40:03.651000+00:00,Touch,BLUE,close,document 1016,,G3
2023-11-30 15:40:05.296000+00:00,Touch,BLUE,open,document 1017,,G3
2023-11-30 15:40:05.936000+00:00,Touch,GREEN,searching,BANK,,G3
2023-11-30 15:40:09.087000+00:00,Touch,BLUE,select,document 1017,,G3
2023-11-30 15:40:09.338000+00:00,Touch,BLUE,deselect,document 1017,,G3
2023-11-30 15:40:10.988000+00:00,Touch,BLUE,select,document 1017,,G3
2023-11-30 15:40:12.018000+00:00,Touch,BLUE,tag,all selected articles with tag: DEAD,,G3
2023-11-30 15:40:14.183000+00:00,Touch,BLUE,tag,all selected articles with tag: BAD,,G3
2023-11-30 15:40:17.169000+00:00,Voice,GREEN,add,tag bank,,G3
2023-11-30 15:40:21.674000+00:00,Touch,GREEN,tag,all selected articles with tag: BANK,,G3
2023-11-30 15:40:26.179000+00:00,Voice,GREEN,deselect,all documents,,G3
2023-11-30 15:40:32.513000+00:00,Touch,GREEN,searching,for too short text,,G3
2023-11-30 15:40:32.572000+00:00,Touch,GREEN,search,cleared,,G3
2023-11-30 15:40:38.672000+00:00,Touch,BLUE,highlight,"sentence 'Paraguayan television showed the grey-haired Catalano lying, bare-chested, on his back in a pool of blood, with his arms spread out on either side.' in document 1017",,G3
2023-11-30 15:40:47.553000+00:00,Touch,BLUE,moved,document 1017,,G3
2023-11-30 15:40:48.316000+00:00,Touch,BLUE,close,document 1017,,G3
2023-11-30 15:40:55.497000+00:00,Touch,BLUE,close,document 1019,,G3
2023-11-30 15:41:01.715000+00:00,Touch,GREEN,open,document 1061,,G3
2023-11-30 15:41:11.171000+00:00,Touch,BLUE,open,document 1028,,G3
2023-11-30 15:41:11.409000+00:00,Touch,BLUE,close,document 1028,,G3
2023-11-30 15:41:12.178000+00:00,Touch,GREEN,close,document 1061,,G3
2023-11-30 15:41:12.590000+00:00,Touch,BLUE,open,document 1028,,G3
2023-11-30 15:41:15.121000+00:00,Touch,GREEN,open,document 1060,,G3
2023-11-30 15:41:21.464000+00:00,Touch,BLUE,select,document 1028,,G3
2023-11-30 15:41:23.138000+00:00,Touch,BLUE,tag,all selected articles with tag: BAD,,G3
2023-11-30 15:41:33.781000+00:00,Touch,BLUE,close,document 1028,,G3
2023-11-30 15:41:54.117000+00:00,Touch,BLUE,moved,document 1036,,G3
2023-11-30 15:41:55.431000+00:00,Touch,BLUE,open,document 1036,,G3
2023-11-30 15:41:59.450000+00:00,Touch,BLUE,select,document 1036,,G3
2023-11-30 15:42:02.785000+00:00,Touch,BLUE,moved,document 1026,,G3
2023-11-30 15:42:04.678000+00:00,Touch,BLUE,tag,all selected articles with tag: BAD,,G3
2023-11-30 15:42:10.279000+00:00,Voice,GREEN,sort,date,,G3
2023-11-30 15:42:31.630000+00:00,Touch,BLUE,highlight,"sentence 'Coli can occur in unpasturized apple juice, but we were giving out clean fresh apples.' in document 1036",,G3
2023-11-30 15:43:28.193000+00:00,Touch,BLUE,close,document 1036,,G3
2023-11-30 15:43:28.347000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:43:34.979000+00:00,Voice,GREEN,searching,KATZ,,G3
2023-11-30 15:43:49.585000+00:00,Touch,GREEN,open,document 1037,,G3
2023-11-30 15:44:06.019000+00:00,Touch,BLUE,add,tag APPLE,,G3
2023-11-30 15:44:10.531000+00:00,Touch,BLUE,select,document 1037,,G3
2023-11-30 15:44:14.730000+00:00,Touch,BLUE,deselect,document 1036,,G3
2023-11-30 15:44:19.083000+00:00,Touch,BLUE,tag,all selected articles with tag: APPLE,,G3
2023-11-30 15:44:23.824000+00:00,Touch,BLUE,deselect,document 1028,,G3
2023-11-30 15:44:24.336000+00:00,Touch,BLUE,select,document 1046,,G3
2023-11-30 15:44:24.338000+00:00,Touch,BLUE,select,document 1028,,G3
2023-11-30 15:44:26.427000+00:00,Touch,BLUE,select,document 1036,,G3
2023-11-30 15:44:28.725000+00:00,Touch,BLUE,tag,all selected articles with tag: APPLE,,G3
2023-11-30 15:44:32.415000+00:00,Touch,BLUE,deselect,document 1036,,G3
2023-11-30 15:44:35.853000+00:00,Touch,BLUE,deselect,document 1028,,G3
2023-11-30 15:44:37.502000+00:00,Touch,BLUE,select,document 1028,,G3
2023-11-30 15:44:38.138000+00:00,Touch,BLUE,deselect,document 1046,,G3
2023-11-30 15:44:38.333000+00:00,Touch,BLUE,select,document 1046,,G3
2023-11-30 15:44:40.220000+00:00,Touch,BLUE,moved,selected documents including 1028,,G3
2023-11-30 15:44:41.031000+00:00,Touch,BLUE,deselect,document 1028,,G3
2023-11-30 15:44:41.771000+00:00,Touch,BLUE,deselect,document 1046,,G3
2023-11-30 15:44:43.674000+00:00,Touch,GREEN,open,document 1036,,G3
2023-11-30 15:44:45.767000+00:00,Voice,BLUE,deselect,all documents,,G3
2023-11-30 15:44:54.416000+00:00,Voice,BLUE,searching,apple,,G3
2023-11-30 15:45:06.637000+00:00,Touch,BLUE,select,document 1058,,G3
2023-11-30 15:45:09.782000+00:00,Touch,BLUE,tag,all selected articles with tag: APPLE,,G3
2023-11-30 15:45:40.041000+00:00,Voice,GREEN,searching,bank,,G3
2023-11-30 15:45:48.072000+00:00,Touch,GREEN,open,document 1047,,G3
2023-11-30 15:45:59.590000+00:00,Voice,GREEN,searching,bank,,G3
2023-11-30 15:46:07.128000+00:00,Touch,GREEN,close,document 1060,,G3
2023-11-30 15:46:07.212000+00:00,Touch,GREEN,moved,document 1061,,G3
2023-11-30 15:46:12.279000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:46:14.810000+00:00,Touch,GREEN,remove,tag BANK,,G3
2023-11-30 15:46:21.415000+00:00,Voice,BLUE,error,reportRecognitionError,,G3
2023-11-30 15:46:23.700000+00:00,Touch,GREEN,searching,BANK,,G3
2023-11-30 15:46:25.099000+00:00,Voice,BLUE,deselect,all documents,,G3
2023-11-30 15:46:27.724000+00:00,Touch,BLUE,select,document 1047,,G3
2023-11-30 15:46:28.826000+00:00,Touch,GREEN,add,articles to the selection with tag: SPRINGFIELD,,G3
2023-11-30 15:46:31.050000+00:00,Touch,GREEN,moved,selected documents including 1038,,G3
2023-11-30 15:46:32.007000+00:00,Touch,BLUE,tag,all selected articles with tag: BAD,,G3
2023-11-30 15:46:44.159000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:46:49.428000+00:00,Voice,GREEN,deselect,all documents,,G3
2023-11-30 15:46:51.400000+00:00,Voice,BLUE,deselect,all documents,,G3
2023-11-30 15:46:56.280000+00:00,Voice,BLUE,sort,date,,G3
2023-11-30 15:46:59.830000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:47:03.198000+00:00,Voice,GREEN,add,tag bank,,G3
2023-11-30 15:47:05.971000+00:00,Touch,GREEN,select,document 1042,,G3
2023-11-30 15:47:06.406000+00:00,Touch,GREEN,deselect,document 1042,,G3
2023-11-30 15:47:07.339000+00:00,Touch,GREEN,select,document 1042,,G3
2023-11-30 15:47:07.941000+00:00,Touch,GREEN,select,document 1004,,G3
2023-11-30 15:47:13.869000+00:00,Touch,BLUE,open,document 1023,,G3
2023-11-30 15:47:15.536000+00:00,Touch,BLUE,close,document 1023,,G3
2023-11-30 15:47:18.199000+00:00,Touch,GREEN,select,document 1023,,G3
2023-11-30 15:47:18.594000+00:00,Touch,GREEN,deselect,document 1023,,G3
2023-11-30 15:47:19.174000+00:00,Touch,GREEN,select,document 1023,,G3
2023-11-30 15:47:20.418000+00:00,Touch,GREEN,tag,all selected articles with tag: BANK,,G3
2023-11-30 15:47:24.609000+00:00,Touch,BLUE,open,document 1005,,G3
2023-11-30 15:47:24.627000+00:00,Voice,GREEN,deselect,all documents,,G3
2023-11-30 15:47:25.082000+00:00,Touch,BLUE,close,document 1005,,G3
2023-11-30 15:47:26.285000+00:00,Touch,BLUE,open,document 1005,,G3
2023-11-30 15:47:29.096000+00:00,Touch,GREEN,open,document 1042,,G3
2023-11-30 15:47:43.437000+00:00,Touch,BLUE,close,document 1005,,G3
2023-11-30 15:47:46.378000+00:00,Voice,GREEN,error,reportRecognitionError,,G3
2023-11-30 15:47:47.704000+00:00,Touch,BLUE,open,document 1058,,G3
2023-11-30 15:47:50.992000+00:00,Voice,GREEN,searching,Springfield,,G3
